name_norm,display_name,n_books,n_entries,source_types,books,pages
قال يحيي حبيب بن ابي العاليه ثقه,قال يحيى حبيب بن أبي العالية ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحبيب بن ابي عمره ثقه كوفي,وحبيب بن أبي عمرة ثقة كوفي,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحبيب بن شهاب بن مدلج ثقه,وحبيب بن شهاب بن مدلج ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحبيب بن ابي حبيب الانماطي صالح,وحبيب بن أبي حبيب الأنماطي صالح,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حبيب بن حجر العبسي ليس به باس قاله يحيي,حبيب بن حجر العبسي ليس به بأس قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حبيب اخو حمزه الزيات ثقه قاله عثمان بن ابي شيبه,حبيب أخو حمزة الزيات ثقة قاله عثمان بن أبي شيبة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حصين بن عبد الرحمن الثقه المامون من كبار اصحاب الحديث وهو ابو الهذيل السمي قاله احمد ويحيي,حصين بن عبد الرحمن الثقة المأمون من كبار أصحاب الحديث وهو أبو الهذيل السمي قاله أحمد ويحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحصين بن نافع ليس به باس,وحصين بن نافع ليس به بأس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وابو محصن حصين بن نمير ليس به باس قاله يحيي,وأبو محصن حصين بن نمير ليس به بأس قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حماد بن ابي سليمان ثقه,حماد بن أبي سليمان ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحماد بن يحيي الابح ليس به باس ثقه قاله يحيي,وحماد بن يحيى الأبح ليس به بأس ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حماد بن نجيح ثقه مقارب الحديث روي عنه وكيع وابو عبيده الحداد قاله احمد حماد بن نجيح ثقه قاله يحيي,حماد بن نجيح ثقة مقارب الحديث روى عنه وكيع وأبو عبيدة الحداد قاله أحمد حماد بن نجيح ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حماد بن ابي الدردا ثقه قاله احمد,حماد بن أبي الدرداء ثقة قاله أحمد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حماد بن جعفر بصري ثقه قاله يحيي,حماد بن جعفر بصري ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال حماد بن دليل ليس به باس ثقه وكنيته ابو زيد ولي قضا المداين قال بن عمار الموصلي حماد بن دليل كان قاضيا علي المداين فهرب منها وكان من ثقات الناس ثم رايته بمكه يبيع البر,وقال حماد بن دليل ليس به بأس ثقة وكنيته أبو زيد ولي قضاء المدائن قال بن عمار الموصلي حماد بن دليل كان قاضيا على المدائن فهرب منها وكان من ثقات الناس ثم رأيته بمكة يبيع البر,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد في روايه عبد الله عنه حماد بن يونس انسان كيس كوفي,وقال أحمد في رواية عبد الله عنه حماد بن يونس إنسان كيس كوفي,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا عبد الله بن محمد نا اسحاق بن ابراهيم نا مومل قال سمعت شعبه يقول من اراد ايوب فعليه بحماد بن زيد,نا عبد الله بن محمد نا إسحاق بن إبراهيم نا مؤمل قال سمعت شعبة يقول من أراد أيوب فعليه بحماد بن زيد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حماد بن مسعده ثقه ثقه لا باس به,حماد بن مسعدة ثقة ثقة لا باس به,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حماد بن الخياط ثقه هو مديني قاله يحيي,حماد بن الخياط ثقة هو مديني قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا عثمان بن احمد نا حنبل بن اسحاق نا ابو سلمه نا حماد بن زيد قال قدم علينا جرير بن حازم من المدينه فاتيناه فتحدثنا عنده فقال جرير ثنا قيس بن سعد عن حجاج بن ارطاه قال فلبثنا ما شا الله ثم قدم علينا حجاج بن ثلاثين او احدي وثلاثين سنه فرايت عليه من الزحام شي لم اره علي حماد بن ابي سليمان ورايت مطر الوراق وداود بن ابي هند ويونس بن عبيد جثاه علي ركبهم يقولون يا ابا ارطاه ما تقول في كذا ما تقول في كذا قال يحيي الحجاج بن ارطاه كوفي ليس بالقوي,نا عثمان بن أحمد نا حنبل بن إسحاق نا أبو سلمة نا حماد بن زيد قال قدم علينا جرير بن حازم من المدينة فأتيناه فتحدثنا عنده فقال جرير ثنا قيس بن سعد عن حجاج بن أرطاة قال فلبثنا ما شاء الله ثم قدم علينا حجاج بن ثلاثين أو إحدى وثلاثين سنة فرأيت عليه من الزحام شيء لم أره على حماد بن أبي سليمان ورأيت مطر الوراق وداود بن أبي هند ويونس بن عبيد جثاه على ركبهم يقولون يا أبا أرطاة ما تقول في كذا ما تقول في كذا قال يحيى الحجاج بن أرطاة كوفي ليس بالقوي,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج بن دينار واسطي قاله يحيي وقال احمد ليس به باس وقال عبده بن سليمان كان ثبتا وقال بن عمار هو ثقه,حجاج بن دينار واسطي قاله يحيى وقال أحمد ليس به بأس وقال عبدة بن سليمان كان ثبتا وقال بن عمار هو ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج بن ابي زينب قال يحيي هو واسطي ثقه وقال ان ابي خيثمه ليس به باس,حجاج بن أبي زينب قال يحيى هو واسطي ثقة وقال ان أبي خيثمة ليس به بأس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحجاج بن الاسود بصري ثقه قاله يحيي,وحجاج بن الأسود بصري ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج الاسود القسملي رجل صالح حدث عنه حماد بن سلمه قال احمد ما اري به باسا,حجاج الأسود القسملي رجل صالح حدث عنه حماد بن سلمة قال أحمد ما أرى به بأسا,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج بن فرافصه بصري لا باس به قد روي عن بن سيرين قاله يحيي في روايه عباس عنه وقال في روايه عبد الله بن احمد عنه حجاج بن فرافصه رجل زاهد ليس به باس حدث عنه الثوري ومعمر,حجاج بن فرافصة بصري لا بأس به قد روى عن بن سيرين قاله يحيى في رواية عباس عنه وقال في رواية عبد الله بن أحمد عنه حجاج بن فرافصة رجل زاهد ليس به بأس حدث عنه الثوري ومعمر,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج بن ابي عثمان شيخ ثقه قاله احمد وهو بصري,حجاج بن أبي عثمان شيخ ثقة قاله أحمد وهو بصري,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال وحجاج بن حسان القيسي ليس به باس وفي روايه اخري عنه شيخ ثقه,قال وحجاج بن حسان القيسي ليس به بأس وفي رواية أخرى عنه شيخ ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحجاج الاحول ليس به باس روي عنه سعيد بن ابي عروبه عن قتاده عن انس من نسي صلاه,وحجاج الأحول ليس به بأس روى عنه سعيد بن أبي عروبة عن قتادة عن أنس من نسي صلاة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحجاج بن منهال ما اري به باسا كان صاحب سنه رفعه الله بالخير,وحجاج بن منهال ما أرى به بأسا كان صاحب سنة رفعه الله بالخير,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج الاحول روي عنه بن ابي عروبه ليس به باس ثقه قاله يحيي وقال حدثنا اسماعيل عنه وقال لا اعلم بن من هو,حجاج الأحول روى عنه بن أبي عروبة ليس به بأس ثقة قاله يحيى وقال حدثنا إسماعيل عنه وقال لا أعلم بن من هو,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج بن الاسود ثقه حدث عنه حماد بن سلمه وزعم روح انه سمع منه قاله يحيي وهو بصري ثقه وقال احمد ايضا هو ثقه,حجاج بن الأسود ثقة حدث عنه حماد بن سلمة وزعم روح أنه سمع منه قاله يحيى وهو بصري ثقة وقال أحمد أيضا هو ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج الفسطاطي ليس به باس قاله يحيي,حجاج الفسطاطي ليس به بأس قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال علي بن المديني الحجاج بن دينار ثقه,وقال علي بن المديني الحجاج بن دينار ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حجاج بن ابي عيينه صالح قاله يحيي,حجاج بن أبي عيينة صالح قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حوشب بن عقيل العبدي يكني ابا دحيه ثقه وثقه احمد ويحيي,حوشب بن عقيل العبدي يكني أبا دحية ثقة وثقة أحمد ويحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حميد بن زياد ابو صخر ليس به باس قاله احمد,حميد بن زياد أبو صخر ليس به بأس قاله أحمد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال يحيي بن معين حميد الاعرج ثقه وهو اخو سندل وسندل كذاب واسمه عمر بن قيس,وقال يحيى بن معين حميد الأعرج ثقة وهو أخو سندل وسندل كذاب واسمه عمر بن قيس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال بن نمير كان حميد بن سلمان ثقه,وقال بن نمير كان حميد بن سلمان ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
ابو الاسود حميد بن الاسود حدث عنه عبيد الله بن عمر وكان صدوقا ذكره بن ابي خيثمه عن عبيد الله,أبو الأسود حميد بن الأسود حدث عنه عبيد الله بن عمر وكان صدوقا ذكره بن أبي خيثمة عن عبيد الله,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حميد بن قيس المكي الاعرج ثقه قاله يحيي,حميد بن قيس المكي الأعرج ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حميد بن يعقوب بن يسار روي عنه ابو اسحاق وكان ثقه,حميد بن يعقوب بن يسار روى عنه أبو إسحاق وكان ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حميد بن ابي حميد المصري عن سيف ثقه,حميد بن أبي حميد المصري عن سيف ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حميد بن هلال ثقه قاله فيهما يحيي,حميد بن هلال ثقة قاله فيهما يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
او هاني المصري حميد بن هاني اكبر شيخ لابن وهب رفع به احمد بن صالح,أو هانئ المصري حميد بن هاني أكبر شيخ لابن وهب رفع به أحمد بن صالح,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حمزه الزيات ثقه,حمزة الزيات ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحمزه بن سلمه ابو ايوب صالح قاله فيهما يحيي,وحمزة بن سلمة أبو أيوب صالح قاله فيهما يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الحارث بن يزيد الذي روي عنه بن لهيعه روي عنه يحيي بن سعيد الانصاري قال فيه احمد بن حنبل شيخ ثقه من الثقات,الحارث بن يزيد الذي روى عنه بن لهيعه روى عنه يحيى بن سعيد الأنصاري قال فيه أحمد بن حنبل شيخ ثقة من الثقات,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال يحيي بن معين الحارث بن مره الحنفي ثقه وقد سمعت منه,وقال يحيى بن معين الحارث بن مرة الحنفي ثقة وقد سمعت منه,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
والحرث بن عبيد البصري ابو قدامه ضعيف قاله يحيي وقال مره اخري الحارث بن عبيد ثقه,والحرث بن عبيد البصري أبو قدامة ضعيف قاله يحيى وقال مرة أخرى الحارث بن عبيد ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال والحارث بن حصيره لا باس به,قال والحارث بن حصيرة لا بأس به,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد بن صالح الحارث الاعور ثقه ما احفظه واحسن ما روي عن علي واثني عليه سمع عليا رضي الله عنه يقول من يشتري علمي بدرهم فذهب الحارث فاشتري صحيفه فجا بها الي علي فاملا عليه قيل لاحمد بن صالح فقول الشعبي حدثنا الحارث وكان كذابا فقال لم يكن يكذب في الحديث انما كان كذبه في رايه,وقال أحمد بن صالح الحارث الأعور ثقة ما احفظه وأحسن ما روى عن علي واثنى عليه سمع عليا رضي الله عنه يقول من يشتري علمي بدرهم فذهب الحارث فاشترى صحيفة فجاء بها إلى علي فاملأ عليه قيل لأحمد بن صالح فقول الشعبي حدثنا الحارث وكان كذابا فقال لم يكن يكذب في الحديث إنما كان كذبه في رأيه,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حكيم بن الديلم وكان مكفوفا وكان ثقه قاله احمد,حكيم بن الديلم وكان مكفوفا وكان ثقة قاله أحمد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حكيم بن نافع الرقي ليس به باس قاله يحيي,حكيم بن نافع الرقي ليس به بأس قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد حيوه بن شريح ثقه نا احمد بن عمرو بن جابر بالرمله قال سمعت محمد بن عوف الحمصي يقول اول ما قدم علينا احمد بن حنبل مر بنا الي حيوه بن شريح الثقه فسمع منه نسخه بقيه عن يحيي بن سعيد,وقال أحمد حيوة بن شريح ثقة نا أحمد بن عمرو بن جابر بالرملة قال سمعت محمد بن عوف الحمصي يقول أول ما قدم علينا أحمد بن حنبل مر بنا إلى حيوة بن شريح الثقة فسمع منه نسخة بقية عن يحيى بن سعيد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حيان بياع الانماط ثقه قاله يحيي,حيان بياع الأنماط ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال وحاجز بن عبد الله المحاربي ثقه,قال وحاجز بن عبد الله المحاربي ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وحبان اخو مندل بن علي العنزي صالح ليس بذاك القوي حديثه هو واخوه شي واحد,وحبان أخو مندل بن علي العنزي صالح ليس بذاك القوي حديثه هو وأخوه شيء واحد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حبويه ابو يزيد الرازي ثقه قاله عثمان بن ابي شيبه,حبوية أبو يزيد الرازي ثقة قاله عثمان بن أبي شيبة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حفص بن سليمان المنقري ثقه قاله يحيي وقال احمد هو صالح,حفص بن سليمان المنقري ثقة قاله يحيى وقال أحمد هو صالح,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حفص بن مسيره ثقه قاله يحيي وقال مره ليس به باس ويقولون انه عرض علي زيد بن اسلم,حفص بن مسيرة ثقة قاله يحيى وقال مرة ليس به بأس ويقولون انه عرض على زيد بن أسلم,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال وحفص بن النضر السلمي ليس به باس,قال وحفص بن النضر السلمي ليس به بأس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد حمران بن عبد العزيز شيخ ثقه,وقال أحمد حمران بن عبد العزيز شيخ ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حرب بن ابي العاليه شيخ ثقه قاله عبيد الله بن عمر,حرب بن أبي العالية شيخ ثقة قاله عبيد الله بن عمر,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حرب بن ميمون صالح قاله يحيي,حرب بن ميمون صالح قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد حرب بن سريح ليس به باس وقال يحيي هو ثقه,وقال أحمد حرب بن سريح ليس به بأس وقال يحيى هو ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حاتم بن وردان ثقه قاله يحيي في روايه عباس وغيره,حاتم بن وردان ثقة قاله يحيى في رواية عباس وغيره,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد في حاتم بن ابي صغيره ثقه ثقه,وقال أحمد في حاتم بن أبي صغيرة ثقة ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حريز بن عثمان وهو الرحبي ثقه وثقه احمد ويحيي,حريز بن عثمان وهو الرحبي ثقة وثقة أحمد ويحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال يحيي حشرج بن نباته كوفي ثقه,وقال يحيى حشرج بن نباتة كوفي ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حريث بن السايب البصري يروي عنه عبد الرحمن بن مهدي ووكيع وهو ثقه قاله يحيي,حريث بن السائب البصري يروى عنه عبد الرحمن بن مهدي ووكيع وهو ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال الحريش بن الخريت اخو الزبير بن الخريت ليس به باس,وقال الحريش بن الخريت أخو الزبير بن الخريت ليس به بأس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد حرمله بن عمران التجيبي ثقه,وقال أحمد حرملة بن عمران التجيبي ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حنيف الموذن روي عنه جرير شيخ صالح قاله يحيي,حنيف المؤذن روى عنه جرير شيخ صالح قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد حزم شيخ ثقه ثقه,وقال أحمد حزم شيخ ثقة ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حطان بن حفاف ابو الجويريه الجرمي كوفي ثقه روي عنه بن عيينه وزهير قاله يحيي في روايه بن ابي خيثمه عنه,حطان بن حفاف أبو الجويرية الجرمي كوفي ثقة روى عنه بن عيينة وزهير قاله يحيى في رواية بن أبي خيثمة عنه,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال والتيمي عن الحضرمي شيخ روي عن معتمر عن ابيه عن الحضرمي لا باس به قاله بن معين في روايه عبد الله عنه وفي روايه اسحاق الكوشج ثقه,قال والتيمي عن الحضرمي شيخ روى عن معتمر عن أبيه عن الحضرمي لا بأس به قاله بن معين في رواية عبد الله عنه وفي رواية إسحاق الكوشج ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا عبد الله بن محمد البغوي قال حدثني احمد بن سعد الزهري قال سيل احمد بن حنبل عن حدير فقال ليس به باس,نا عبد الله بن محمد البغوي قال حدثني أحمد بن سعد الزهري قال سئل أحمد بن حنبل عن حدير فقال ليس به بأس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا محمد بن احمد بن الحسن قال حدثنا محمد بن عثمان بن ابي شيبه قال سمعت الحسن بن سهل يقول سمعت حفص بن عمر يقول سمعت الازدي يقول رحمه الله علي الحر بن صياح فقد كنت القاه شبيها بالمتهم مع ما هو عليه من العمل والعباده,نا محمد بن أحمد بن الحسن قال حدثنا محمد بن عثمان بن أبي شيبة قال سمعت الحسن بن سهل يقول سمعت حفص بن عمر يقول سمعت الأزدي يقول رحمة الله على الحر بن صياح فقد كنت ألقاه شبيها بالمتهم مع ما هو عليه من العمل والعبادة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال شعبه قال خالد الحذا ما كتبت حديثا قط الا حديثا طويلا فلما حفظته محوته قال بن شاهين وذكر احمد بن عمير الدمشقي ومات قبل دخولي البلد قال نا معاويه بن صالح الاشعري قال سمعت يحيي بن معين يقول خالد الحذا بصري ثقه نا عبد الله بن محمد البغوي قال نا اسحاق بن ابي اسراييل قال نا اسحاق بن شوذب وكان خالد ثقه,قال شعبة قال خالد الحذاء ما كتبت حديثا قط إلا حديثا طويلا فلما حفظته محوته قال بن شاهين وذكر أحمد بن عمير الدمشقي ومات قبل دخولي البلد قال نا معاوية بن صالح الأشعري قال سمعت يحيى بن معين يقول خالد الحذاء بصري ثقة نا عبد الله بن محمد البغوي قال نا إسحاق بن أبي إسرائيل قال نا إسحاق بن شوذب وكان خالد ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
خالد بن ابي كريمه كوفي ثقه قاله احمد ويحيي,خالد بن أبي كريمة كوفي ثقة قاله أحمد ويحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
خالد بن رباح الهذلي ثقه وهو بصري يروي عنه يزيد بن هارون قاله بن معين وقال يحيي القطان كان خالد بن رباح صاحب عربيه وكان ثبتا فافسدوه بالقدر,خالد بن رباح الهذلي ثقة وهو بصري يروي عنه يزيد بن هارون قاله بن معين وقال يحيى القطان كان خالد بن رباح صاحب عربية وكان ثبتا فأفسدوه بالقدر,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
خالد بن الحارث قال فيه حماد بن زيد ذاك الصدوق,خالد بن الحارث قال فيه حماد بن زيد ذاك الصدوق,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
خالد بن يزيد بن ابي مالك ثقه صادق قاله عثمان بن ابي شيبه,خالد بن يزيد بن أبي مالك ثقة صادق قاله عثمان بن أبي شيبة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال وخالد بن مخلد ثقه صدوق,قال وخالد بن مخلد ثقة صدوق,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وخالد بن قيس ليس به باس قاله علي بن المديني,وخالد بن قيس ليس به بأس قاله علي بن المديني,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وخالد الطحان ثقه رجل صالح له في بدنه صلاح اشتري نفسه من الله ثلاث مرات قاله احمد بن حنبل,وخالد الطحان ثقة رجل صالح له في بدنه صلاح اشترى نفسه من الله ثلاث مرات قاله أحمد بن حنبل,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال وخالد النيلي خالد بن دينار شيخ ثقه,قال وخالد النيلي خالد بن دينار شيخ ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وخالد الزيات لا باس به,وخالد الزيات لا بأس به,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وخالد بن يزيد ثقه,وخالد بن يزيد ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وابو عبد الرحيم خالد بن ابي يزيد وبينه وبين محمد بن سلمه قرابه كان علي بيت المال ما اقرب حديثه وقاله احمد,وأبو عبد الرحيم خالد بن أبي يزيد وبينه وبين محمد بن سلمة قرابة كان على بيت المال ما أقرب حديثه وقاله أحمد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال يحيي خراش بن مالك ثقه,وقال يحيى خراش بن مالك ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وخليفه بن غالب صالح,وخليفة بن غالب صالح,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وخليفه بن خياط ثقه,وخليفة بن خياط ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا عبد الله بن محمد البغوي نا عبد الله بن محمد نا ابو عبيده الحداد قال نا خلف بن مهران ابو الربيع العدوي وكان ثقه مرضيا,نا عبد الله بن محمد البغوي نا عبد الله بن محمد نا أبو عبيدة الحداد قال نا خلف بن مهران أبو الربيع العدوي وكان ثقة مرضيا,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال يحيي في روايه بن ابي خيثمه عنه خلف بن خليفه واسطي ليس به باس وقال فيه عثمان بن ابي شيبه هو صدوق ثقه ولكنه كان خرف فاضطرب عليه حديثه,قال يحيى في رواية بن أبي خيثمة عنه خلف بن خليفة واسطي ليس به بأس وقال فيه عثمان بن أبي شيبة هو صدوق ثقة ولكنه كان خرف فاضطرب عليه حديثه,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
خلف بن الوليد ثقه قاله يحيي في روايه بن ابي خيثمه عنه,خلف بن الوليد ثقة قاله يحيى في رواية بن أبي خيثمة عنه,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال بن ابي خيثمه ليحيي انا اعطيك رجلا وجب عليه حد في فريه يزعم انه ثقه قال من هو قلت خلف بن سالم قال ذاك انما شتم بنت حامد مره واحده وما به باس الا انه سفيه,قال بن أبي خيثمة ليحيى أنا أعطيك رجلا وجب عليه حد في فرية يزعم انه ثقة قال من هو قلت خلف بن سالم قال ذاك إنما شتم بنت حامد مرة واحدة وما به بأس إلا انه سفيه,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال احمد في روايه عبد الله ابنه عنه خلاس ثقه ثقه,وقال أحمد في رواية عبد الله ابنه عنه خلاس ثقة ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال يحيي بن سعيد في روايه علي بن المديني عنه خليد بن جعفر بلغني انه لا باس به وقال فيه شعبه وقد روي عنه كان من اصدق الناس واشدهم انقاا,وقال يحيى بن سعيد في رواية علي بن المديني عنه خليد بن جعفر بلغني انه لا بأس به وقال فيه شعبة وقد روى عنه كان من أصدق الناس وأشدهم انقاءا,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الخليل بن مره ثقه قال احمد بن صالح ما رايت احدا يتكلم فيه ورايت احاديثه عن قتاده ويحيي بن ابي كثير صحاصا وانما استغني عنه البصريون لانه كان خاملا ولم ار احدا تركه وهو ثقه,الخليل بن مرة ثقة قال أحمد بن صالح ما رأيت أحدا يتكلم فيه ورأيت أحاديثه عن قتادة ويحيى بن أبي كثير صحاصا وانما استغنى عنه البصريون لأنه كان خاملا ولم أر أحدا تركه وهو ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الحسن بن احمد بن صدقه,الحسن بن أحمد بن صدقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال بن ابي خيثمه قال نا يحيي بن معين نا ابو معاويه عن الاعمش قال كان خيثمه بن عبد الرحمن سيدا,قال بن أبي خيثمة قال نا يحيى بن معين نا أبو معاوية عن الأعمش قال كان خيثمة بن عبد الرحمن سيدا,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
خصيف جزري ثقه ليس به باس قاله يحيي بن معين,خصيف جزري ثقة ليس به بأس قاله يحيى بن معين,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الخضر بن محمد الحراني الذي حدثنا عنه عمرو الناقد ثقه قاله احمد بن حنبل,الخضر بن محمد الحراني الذي حدثنا عنه عمرو الناقد ثقة قاله أحمد بن حنبل,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
خبيب بن عبد الرحمن ثقه قاله يحيي,خبيب بن عبد الرحمن ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال والخزرج بن عثمان السعدي صالح,قال والخزرج بن عثمان السعدي صالح,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا عبد الله بن سليمان الاشعث قال ثنا كثير بن عبيده قال سمعت بن عيينه يقول قال لي بن جريج لقيت داود بن ابي هند فرايته يقرع العلم قرعا وبه قال حدثنا بن عيينه قال قال ابي لقد رايت داود بن ابي هند وهو بن خمس وعشرين سنه وهو يسمي داود القاري وقال بن معين في روايه المفضل بن عتبان عنه داود بن ابي هند مولي لبني قشير واسم ابي هند دينار وقال عثمان داود بن ابي هند ثبت وقال احمد داود بن ابي هند ثقه ثقه,نا عبد الله بن سليمان الأشعث قال ثنا كثير بن عبيدة قال سمعت بن عيينة يقول قال لي بن جريج لقيت داود بن أبي هند فرأيته يقرع العلم قرعا وبه قال حدثنا بن عيينة قال قال أبي لقد رأيت داود بن أبي هند وهو بن خمس وعشرين سنة وهو يسمي داود القاري وقال بن معين في رواية المفضل بن عتبان عنه داود بن أبي هند مولى لبني قشير واسم أبي هند دينار وقال عثمان داود بن أبي هند ثبت وقال أحمد داود بن أبي هند ثقة ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
